order_id,order_datetime,order_date,customer_id,channel,location,payment_method,status,subtotal_eur,discount_eur,delivery_fee_eur,total_revenue_eur,estimated_profit_eur
5927,2025-09-29 14:20:00,2025-09-29,442,Delivery,Online,Card,Completed,93.0,4.65,0.0,88.35,46.25
5928,2025-09-29 21:00:00,2025-09-29,118,Takeaway,Online,Card,Completed,23.5,0.0,0.0,23.5,14.8
5929,2025-09-29 14:20:00,2025-09-29,162,Takeaway,Online,Online,Completed,26.5,0.0,0.0,26.5,16.8
5930,2025-09-29 11:35:00,2025-09-29,334,Dine-in,Terrace,Online,Completed,47.5,4.75,0.0,42.75,22.55
5931,2025-09-29 18:55:00,2025-09-29,147,Takeaway,Online,Online,Completed,21.5,0.0,0.0,21.5,14.5
5932,2025-09-29 19:35:00,2025-09-29,338,Dine-in,Terrace,Online,Completed,11.0,0.0,0.0,11.0,6.8
5933,2025-09-29 12:05:00,2025-09-29,167,Dine-in,Main Hall,Online,Completed,17.0,0.0,0.0,17.0,12.0
5934,2025-09-29 22:45:00,2025-09-29,116,Delivery,Online,Card,Completed,29.0,0.0,3.5,32.5,22.8
5935,2025-09-29 21:25:00,2025-09-29,119,Takeaway,Online,Online,Completed,14.0,0.0,0.0,14.0,9.2
5936,2025-09-29 13:50:00,2025-09-29,21,Delivery,Online,Card,Completed,87.0,8.7,0.0,78.3,43.7
5937,2025-09-29 17:55:00,2025-09-29,251,Dine-in,Terrace,Cash,Completed,26.5,0.0,0.0,26.5,16.8
5938,2025-09-30 15:50:00,2025-09-30,92,Dine-in,Main Hall,Card,Completed,33.0,0.0,0.0,33.0,22.2
5939,2025-09-30 20:20:00,2025-09-30,391,Dine-in,Bar,Card,Completed,34.0,0.0,0.0,34.0,21.6
5940,2025-09-30 19:20:00,2025-09-30,12,Dine-in,Bar,Online,Completed,2.8,0.0,0.0,2.8,2.2
5941,2025-09-30 17:30:00,2025-09-30,108,Takeaway,Online,Online,Completed,46.5,2.33,0.0,44.17,26.97
5942,2025-09-30 19:20:00,2025-09-30,286,Dine-in,Terrace,Cash,Completed,20.5,0.0,0.0,20.5,12.8
5943,2025-09-30 10:05:00,2025-09-30,478,Dine-in,Bar,Card,Completed,25.0,0.0,0.0,25.0,15.3
5944,2025-09-30 20:15:00,2025-09-30,466,Dine-in,Bar,Online,Completed,28.0,0.0,0.0,28.0,18.3
5945,2025-09-30 17:45:00,2025-09-30,41,Dine-in,Terrace,Online,Completed,13.8,0.0,0.0,13.8,9.0
5946,2025-09-30 19:05:00,2025-09-30,445,Delivery,Online,Online,Completed,42.5,2.12,0.0,40.38,21.58
5947,2025-09-30 22:55:00,2025-09-30,380,Delivery,Online,Card,Completed,10.0,0.0,0.0,10.0,6.1
5948,2025-09-30 16:45:00,2025-09-30,438,Dine-in,Bar,Card,Completed,16.0,0.0,0.0,16.0,10.1
5949,2025-09-30 14:40:00,2025-09-30,462,Dine-in,Bar,Card,Completed,5.0,0.0,0.0,5.0,3.3
5950,2025-09-30 14:45:00,2025-09-30,490,Delivery,Online,Card,Completed,36.5,0.0,3.0,39.5,26.1
5951,2025-09-30 11:50:00,2025-09-30,102,Delivery,Online,Card,Completed,59.5,5.95,0.0,53.55,30.65
5952,2025-09-30 21:45:00,2025-09-30,342,Takeaway,Online,Online,Completed,29.5,0.0,0.0,29.5,19.5
5953,2025-09-30 11:15:00,2025-09-30,127,Dine-in,Terrace,Card,Completed,8.0,0.0,0.0,8.0,5.4
5954,2025-09-30 18:55:00,2025-09-30,73,Delivery,Online,Cash,Completed,27.0,0.0,0.0,27.0,17.2
5955,2025-09-30 21:30:00,2025-09-30,271,Dine-in,Terrace,Cash,Completed,29.5,0.0,0.0,29.5,18.9
5956,2025-09-30 19:00:00,2025-09-30,14,Delivery,Online,Cash,Completed,21.5,0.0,0.0,21.5,13.0
5957,2025-10-01 14:35:00,2025-10-01,281,Dine-in,Terrace,Card,Completed,41.5,2.08,0.0,39.42,24.82
5958,2025-10-01 18:40:00,2025-10-01,11,Dine-in,Main Hall,Cash,Completed,42.0,2.1,0.0,39.9,20.3
5959,2025-10-01 21:50:00,2025-10-01,114,Dine-in,Bar,Card,Completed,41.5,4.15,0.0,37.35,18.85
5960,2025-10-01 20:50:00,2025-10-01,64,Delivery,Online,Cash,Completed,37.5,0.0,0.0,37.5,24.5
5961,2025-10-01 21:15:00,2025-10-01,441,Dine-in,Bar,Online,Completed,26.0,0.0,0.0,26.0,17.1
5962,2025-10-01 12:50:00,2025-10-01,325,Delivery,Online,Card,Completed,22.5,0.0,3.0,25.5,17.5
5963,2025-10-01 21:05:00,2025-10-01,52,Dine-in,Terrace,Card,Completed,12.5,0.0,0.0,12.5,8.0
5964,2025-10-01 21:00:00,2025-10-01,353,Delivery,Online,Card,Completed,74.5,3.72,0.0,70.78,35.28
5965,2025-10-01 19:20:00,2025-10-01,127,Dine-in,Terrace,Card,Completed,9.0,0.0,0.0,9.0,6.4
5966,2025-10-01 20:25:00,2025-10-01,280,Delivery,Online,Online,Completed,14.3,0.0,2.5,16.8,12.2
5967,2025-10-01 14:15:00,2025-10-01,44,Dine-in,Terrace,Card,Completed,31.5,0.0,0.0,31.5,20.6
5968,2025-10-01 15:00:00,2025-10-01,425,Takeaway,Online,Online,Completed,12.0,0.0,0.0,12.0,7.5
5969,2025-10-01 14:55:00,2025-10-01,42,Takeaway,Online,Card,Completed,38.5,0.0,0.0,38.5,23.8
5970,2025-10-01 22:20:00,2025-10-01,147,Dine-in,Main Hall,Online,Completed,26.5,0.0,0.0,26.5,17.2
5971,2025-10-01 12:40:00,2025-10-01,54,Takeaway,Online,Card,Completed,25.5,0.0,0.0,25.5,17.0
5972,2025-10-01 19:55:00,2025-10-01,188,Dine-in,Terrace,Online,Completed,18.5,0.0,0.0,18.5,12.4
5973,2025-10-01 19:10:00,2025-10-01,17,Delivery,Online,Online,Completed,29.5,0.0,0.0,29.5,18.6
5974,2025-10-02 20:05:00,2025-10-02,209,Delivery,Online,Online,Completed,41.6,4.16,0.0,37.44,23.64
5975,2025-10-02 14:45:00,2025-10-02,99,Delivery,Online,Card,Completed,26.0,0.0,0.0,26.0,15.0
5976,2025-10-02 18:15:00,2025-10-02,166,Delivery,Online,Online,Completed,14.0,0.0,0.0,14.0,9.7
5977,2025-10-02 13:20:00,2025-10-02,10,Takeaway,Online,Card,Completed,6.8,0.0,0.0,6.8,5.1
5978,2025-10-02 11:55:00,2025-10-02,35,Dine-in,Main Hall,Cash,Completed,26.5,0.0,0.0,26.5,18.1
5979,2025-10-02 18:25:00,2025-10-02,370,Takeaway,Online,Online,Completed,30.5,0.0,0.0,30.5,20.0
5980,2025-10-02 18:50:00,2025-10-02,407,Dine-in,Main Hall,Card,Cancelled,0.0,0.0,0.0,0.0,0.0
5981,2025-10-02 20:15:00,2025-10-02,192,Takeaway,Online,Card,Completed,20.5,0.0,0.0,20.5,13.3
5982,2025-10-02 13:55:00,2025-10-02,378,Takeaway,Online,Card,Completed,24.0,0.0,0.0,24.0,15.0
5983,2025-10-02 16:25:00,2025-10-02,4,Delivery,Online,Online,Completed,10.0,0.0,0.0,10.0,6.1
5984,2025-10-02 20:25:00,2025-10-02,114,Delivery,Online,Cash,Completed,7.5,0.0,0.0,7.5,5.3
5985,2025-10-02 20:10:00,2025-10-02,77,Takeaway,Online,Cash,Completed,45.0,2.25,0.0,42.75,26.05
5986,2025-10-02 14:05:00,2025-10-02,348,Dine-in,Main Hall,Online,Completed,32.5,0.0,0.0,32.5,20.4
5987,2025-10-02 18:40:00,2025-10-02,217,Takeaway,Online,Card,Completed,17.4,0.0,0.0,17.4,13.0
5988,2025-10-02 19:40:00,2025-10-02,119,Dine-in,Terrace,Cash,Completed,30.5,0.0,0.0,30.5,19.3
5989,2025-10-02 20:40:00,2025-10-02,68,Takeaway,Online,Cash,Completed,40.0,0.0,0.0,40.0,25.9
5990,2025-10-02 12:45:00,2025-10-02,16,Takeaway,Online,Card,Completed,2.8,0.0,0.0,2.8,2.2
5991,2025-10-03 19:15:00,2025-10-03,355,Delivery,Online,Online,Completed,44.0,4.4,0.0,39.6,23.8
5992,2025-10-03 10:55:00,2025-10-03,25,Delivery,Online,Cash,Completed,46.8,2.34,0.0,44.46,28.66
5993,2025-10-03 18:50:00,2025-10-03,235,Dine-in,Terrace,Cash,Completed,54.5,5.45,0.0,49.05,28.35
5994,2025-10-03 20:10:00,2025-10-03,275,Dine-in,Bar,Online,Completed,9.6,0.0,0.0,9.6,7.3
5995,2025-10-03 14:25:00,2025-10-03,17,Takeaway,Online,Card,Completed,27.5,0.0,0.0,27.5,18.8
5996,2025-10-03 14:30:00,2025-10-03,141,Dine-in,Main Hall,Card,Completed,22.0,0.0,0.0,22.0,14.4
5997,2025-10-03 20:55:00,2025-10-03,134,Delivery,Online,Online,Completed,44.0,2.2,3.0,44.8,28.4
5998,2025-10-03 20:20:00,2025-10-03,275,Delivery,Online,Card,Completed,49.5,2.48,0.0,47.02,29.12
5999,2025-10-03 18:05:00,2025-10-03,189,Delivery,Online,Card,Completed,46.0,4.6,0.0,41.4,24.5
6000,2025-10-03 14:15:00,2025-10-03,432,Dine-in,Terrace,Online,Completed,16.5,0.0,0.0,16.5,10.9
6001,2025-10-03 20:15:00,2025-10-03,482,Takeaway,Online,Online,Completed,48.5,4.85,0.0,43.65,23.35
6002,2025-10-03 18:50:00,2025-10-03,91,Delivery,Online,Card,Completed,14.5,0.0,3.5,18.0,13.5
6003,2025-10-03 22:00:00,2025-10-03,101,Dine-in,Terrace,Card,Completed,14.0,0.0,0.0,14.0,9.0
6004,2025-10-03 12:55:00,2025-10-03,148,Dine-in,Main Hall,Card,Completed,16.6,0.0,0.0,16.6,11.7
6005,2025-10-03 13:15:00,2025-10-03,313,Delivery,Online,Card,Completed,13.5,0.0,0.0,13.5,8.4
6006,2025-10-03 15:15:00,2025-10-03,133,Dine-in,Main Hall,Card,Completed,11.5,0.0,0.0,11.5,6.9
6007,2025-10-03 08:15:00,2025-10-03,373,Dine-in,Main Hall,Online,Cancelled,0.0,0.0,0.0,0.0,0.0
6008,2025-10-03 20:35:00,2025-10-03,188,Takeaway,Online,Online,Completed,39.0,0.0,0.0,39.0,25.3
6009,2025-10-03 20:30:00,2025-10-03,107,Delivery,Online,Online,Completed,39.5,0.0,0.0,39.5,23.7
6010,2025-10-03 18:45:00,2025-10-03,213,Delivery,Online,Card,Completed,34.5,0.0,2.5,37.0,24.8
6011,2025-10-03 12:10:00,2025-10-03,423,Delivery,Online,Card,Completed,18.0,0.0,0.0,18.0,12.4
6012,2025-10-03 20:45:00,2025-10-03,347,Dine-in,Terrace,Online,Completed,30.5,0.0,0.0,30.5,17.6
6013,2025-10-04 18:30:00,2025-10-04,3,Dine-in,Bar,Cash,Completed,29.0,0.0,0.0,29.0,19.5
6014,2025-10-04 13:25:00,2025-10-04,271,Takeaway,Online,Card,Completed,32.0,0.0,0.0,32.0,20.1
6015,2025-10-04 20:20:00,2025-10-04,139,Dine-in,Terrace,Card,Completed,5.5,0.0,0.0,5.5,3.7
6016,2025-10-04 14:15:00,2025-10-04,391,Delivery,Online,Card,Completed,17.5,0.0,3.5,21.0,14.6
6017,2025-10-04 13:25:00,2025-10-04,49,Takeaway,Online,Card,Completed,8.5,0.0,0.0,8.5,5.6
6018,2025-10-04 10:55:00,2025-10-04,89,Dine-in,Main Hall,Cash,Completed,35.5,0.0,0.0,35.5,23.0
6019,2025-10-04 14:55:00,2025-10-04,449,Delivery,Online,Card,Completed,53.5,2.68,0.0,50.82,30.12
6020,2025-10-04 13:40:00,2025-10-04,259,Takeaway,Online,Card,Completed,39.5,0.0,0.0,39.5,25.4
6021,2025-10-04 18:05:00,2025-10-04,223,Dine-in,Bar,Card,Completed,44.5,2.22,0.0,42.28,23.88
6022,2025-10-04 19:40:00,2025-10-04,209,Takeaway,Online,Cash,Completed,30.0,0.0,0.0,30.0,19.4
6023,2025-10-04 13:45:00,2025-10-04,167,Dine-in,Main Hall,Online,Completed,4.5,0.0,0.0,4.5,3.2
6024,2025-10-04 19:55:00,2025-10-04,294,Takeaway,Online,Online,Completed,38.5,0.0,0.0,38.5,21.8
6025,2025-10-04 19:40:00,2025-10-04,288,Dine-in,Main Hall,Card,Cancelled,0.0,0.0,0.0,0.0,0.0
6026,2025-10-04 16:45:00,2025-10-04,183,Delivery,Online,Card,Completed,60.5,6.05,0.0,54.45,26.95
6027,2025-10-04 20:35:00,2025-10-04,352,Dine-in,Bar,Card,Completed,4.5,0.0,0.0,4.5,3.1
6028,2025-10-04 15:45:00,2025-10-04,10,Dine-in,Terrace,Card,Completed,37.5,0.0,0.0,37.5,20.5
6029,2025-10-04 10:10:00,2025-10-04,246,Takeaway,Online,Cash,Completed,2.8,0.0,0.0,2.8,2.2
6030,2025-10-04 09:35:00,2025-10-04,174,Delivery,Online,Online,Completed,37.8,0.0,0.0,37.8,24.9
6031,2025-10-04 18:00:00,2025-10-04,287,Delivery,Online,Card,Completed,29.0,0.0,3.0,32.0,21.8
6032,2025-10-04 21:35:00,2025-10-04,193,Dine-in,Bar,Online,Completed,66.0,3.3,0.0,62.7,36.9
6033,2025-10-04 12:50:00,2025-10-04,242,Delivery,Online,Card,Completed,25.5,0.0,0.0,25.5,15.1
6034,2025-10-04 14:55:00,2025-10-04,248,Takeaway,Online,Card,Completed,92.0,4.6,0.0,87.4,47.8
6035,2025-10-04 13:20:00,2025-10-04,361,Dine-in,Bar,Online,Completed,25.5,0.0,0.0,25.5,14.6
6036,2025-10-04 09:45:00,2025-10-04,327,Takeaway,Online,Cash,Completed,26.5,0.0,0.0,26.5,16.8
6037,2025-10-04 17:55:00,2025-10-04,75,Takeaway,Online,Cash,Completed,37.5,0.0,0.0,37.5,20.7
6038,2025-10-04 20:10:00,2025-10-04,36,Takeaway,Online,Card,Completed,25.0,0.0,0.0,25.0,16.3
6039,2025-10-04 22:15:00,2025-10-04,261,Delivery,Online,Online,Completed,27.0,0.0,0.0,27.0,16.9
6040,2025-10-04 19:20:00,2025-10-04,37,Takeaway,Online,Card,Completed,21.0,0.0,0.0,21.0,10.5
6041,2025-10-04 18:50:00,2025-10-04,432,Takeaway,Online,Online,Completed,11.5,0.0,0.0,11.5,6.9
6042,2025-10-04 13:15:00,2025-10-04,265,Takeaway,Online,Online,Completed,21.0,0.0,0.0,21.0,11.8
6043,2025-10-04 18:40:00,2025-10-04,95,Dine-in,Terrace,Online,Completed,44.0,4.4,0.0,39.6,23.7
6044,2025-10-04 12:40:00,2025-10-04,240,Delivery,Online,Card,Completed,31.0,0.0,0.0,31.0,19.8
6045,2025-10-04 21:45:00,2025-10-04,357,Dine-in,Terrace,Card,Completed,76.0,3.8,0.0,72.2,35.9
6046,2025-10-05 20:45:00,2025-10-05,384,Takeaway,Online,Card,Completed,19.5,0.0,0.0,19.5,13.2
6047,2025-10-05 09:25:00,2025-10-05,438,Dine-in,Bar,Card,Completed,88.5,4.42,0.0,84.08,45.78
6048,2025-10-05 11:05:00,2025-10-05,336,Delivery,Online,Card,Completed,31.5,0.0,3.5,35.0,22.6
6049,2025-10-05 18:40:00,2025-10-05,180,Dine-in,Terrace,Card,Completed,43.5,4.35,0.0,39.15,21.15
6050,2025-10-05 19:55:00,2025-10-05,37,Dine-in,Main Hall,Card,Completed,9.5,0.0,0.0,9.5,5.9
6051,2025-10-05 13:45:00,2025-10-05,414,Takeaway,Online,Online,Completed,26.0,0.0,0.0,26.0,16.3
6052,2025-10-05 20:10:00,2025-10-05,92,Delivery,Online,Cash,Completed,10.5,0.0,0.0,10.5,6.7
6053,2025-10-05 20:00:00,2025-10-05,445,Delivery,Online,Card,Completed,19.5,0.0,3.5,23.0,16.4
6054,2025-10-05 19:35:00,2025-10-05,434,Dine-in,Bar,Online,Completed,19.5,0.0,0.0,19.5,12.4
6055,2025-10-05 11:05:00,2025-10-05,211,Takeaway,Online,Online,Completed,10.0,0.0,0.0,10.0,6.8
6056,2025-10-05 10:30:00,2025-10-05,76,Delivery,Online,Card,Completed,38.5,0.0,0.0,38.5,24.5
6057,2025-10-05 18:50:00,2025-10-05,282,Delivery,Online,Card,Completed,7.3,0.0,0.0,7.3,5.3
6058,2025-10-05 14:30:00,2025-10-05,154,Dine-in,Terrace,Card,Completed,11.0,0.0,0.0,11.0,6.8
6059,2025-10-05 19:10:00,2025-10-05,144,Delivery,Online,Card,Cancelled,0.0,0.0,0.0,0.0,0.0
6060,2025-10-05 20:10:00,2025-10-05,124,Takeaway,Online,Card,Completed,11.5,0.0,0.0,11.5,6.9
6061,2025-10-05 11:25:00,2025-10-05,75,Dine-in,Main Hall,Online,Completed,5.5,0.0,0.0,5.5,3.6
6062,2025-10-05 19:20:00,2025-10-05,166,Delivery,Online,Online,Completed,8.5,0.0,0.0,8.5,6.1
6063,2025-10-05 17:10:00,2025-10-05,287,Dine-in,Terrace,Cash,Completed,39.0,0.0,0.0,39.0,26.4
6064,2025-10-06 14:15:00,2025-10-06,436,Takeaway,Online,Online,Completed,53.0,2.65,0.0,50.35,30.25
6065,2025-10-06 14:50:00,2025-10-06,227,Delivery,Online,Online,Completed,54.5,5.45,0.0,49.05,28.25
6066,2025-10-06 18:25:00,2025-10-06,394,Delivery,Online,Online,Completed,48.5,2.43,3.0,49.07,31.97
6067,2025-10-06 15:05:00,2025-10-06,85,Delivery,Online,Cash,Completed,21.5,0.0,0.0,21.5,13.5
6068,2025-10-06 17:00:00,2025-10-06,77,Takeaway,Online,Card,Completed,62.5,3.12,0.0,59.38,34.98
6069,2025-10-06 21:00:00,2025-10-06,436,Takeaway,Online,Card,Completed,17.6,0.0,0.0,17.6,11.9
6070,2025-10-06 22:00:00,2025-10-06,356,Dine-in,Bar,Card,Completed,61.1,3.06,0.0,58.04,36.04
6071,2025-10-06 14:10:00,2025-10-06,480,Dine-in,Main Hall,Online,Completed,28.5,0.0,0.0,28.5,18.5
6072,2025-10-06 21:40:00,2025-10-06,108,Dine-in,Main Hall,Cash,Completed,11.5,0.0,0.0,11.5,6.9
6073,2025-10-06 08:30:00,2025-10-06,128,Delivery,Online,Card,Completed,10.5,0.0,3.0,13.5,9.7
6074,2025-10-06 13:45:00,2025-10-06,115,Takeaway,Online,Online,Completed,39.0,0.0,0.0,39.0,24.3
6075,2025-10-06 18:05:00,2025-10-06,345,Delivery,Online,Cash,Completed,62.5,6.25,3.0,59.25,35.15
6076,2025-10-06 21:15:00,2025-10-06,273,Dine-in,Bar,Card,Completed,40.0,0.0,0.0,40.0,26.1
6077,2025-10-06 18:10:00,2025-10-06,454,Delivery,Online,Cash,Completed,5.5,0.0,0.0,5.5,3.6
6078,2025-10-06 18:25:00,2025-10-06,49,Delivery,Online,Online,Completed,30.0,0.0,2.5,32.5,19.6
6079,2025-10-06 11:50:00,2025-10-06,69,Dine-in,Main Hall,Online,Completed,12.5,0.0,0.0,12.5,8.5
6080,2025-10-07 18:45:00,2025-10-07,158,Takeaway,Online,Online,Completed,26.0,0.0,0.0,26.0,14.6
6081,2025-10-07 12:35:00,2025-10-07,275,Dine-in,Bar,Cash,Completed,29.0,0.0,0.0,29.0,18.6
6082,2025-10-07 20:10:00,2025-10-07,456,Dine-in,Bar,Card,Completed,59.5,2.98,0.0,56.52,34.72
6083,2025-10-07 12:35:00,2025-10-07,147,Delivery,Online,Cash,Completed,42.0,2.1,0.0,39.9,25.3
6084,2025-10-07 09:00:00,2025-10-07,146,Delivery,Online,Cash,Completed,21.1,0.0,0.0,21.1,14.1
6085,2025-10-07 21:05:00,2025-10-07,370,Dine-in,Terrace,Cash,Completed,77.0,3.85,0.0,73.15,41.85
6086,2025-10-07 21:05:00,2025-10-07,95,Dine-in,Terrace,Card,Completed,9.5,0.0,0.0,9.5,6.5
6087,2025-10-07 19:45:00,2025-10-07,133,Dine-in,Bar,Online,Completed,54.5,2.72,0.0,51.78,32.98
6088,2025-10-07 12:05:00,2025-10-07,408,Dine-in,Terrace,Card,Completed,70.3,3.52,0.0,66.78,36.48
6089,2025-10-07 12:10:00,2025-10-07,391,Takeaway,Online,Card,Completed,22.0,0.0,0.0,22.0,14.2
6090,2025-10-07 22:25:00,2025-10-07,350,Dine-in,Terrace,Online,Completed,37.3,0.0,0.0,37.3,22.5
6091,2025-10-07 21:40:00,2025-10-07,124,Dine-in,Terrace,Card,Completed,35.0,0.0,0.0,35.0,22.5
6092,2025-10-07 20:05:00,2025-10-07,125,Takeaway,Online,Online,Completed,16.5,0.0,0.0,16.5,10.5
6093,2025-10-07 19:05:00,2025-10-07,241,Dine-in,Terrace,Card,Completed,94.5,9.45,0.0,85.05,41.95
6094,2025-10-07 13:10:00,2025-10-07,266,Delivery,Online,Card,Completed,50.1,5.01,0.0,45.09,28.49
6095,2025-10-07 13:35:00,2025-10-07,391,Takeaway,Online,Online,Completed,6.5,0.0,0.0,6.5,4.7
6096,2025-10-07 12:30:00,2025-10-07,278,Dine-in,Main Hall,Cash,Completed,59.5,5.95,0.0,53.55,30.45
6097,2025-10-07 14:35:00,2025-10-07,250,Delivery,Online,Online,Completed,29.0,0.0,3.0,32.0,19.7
6098,2025-10-08 20:50:00,2025-10-08,176,Delivery,Online,Card,Completed,21.5,0.0,3.5,25.0,17.3
6099,2025-10-08 19:45:00,2025-10-08,246,Dine-in,Main Hall,Card,Cancelled,0.0,0.0,0.0,0.0,0.0
6100,2025-10-08 20:05:00,2025-10-08,160,Takeaway,Online,Online,Completed,34.0,0.0,0.0,34.0,18.7
6101,2025-10-08 19:25:00,2025-10-08,74,Delivery,Online,Card,Completed,8.5,0.0,0.0,8.5,5.6
6102,2025-10-08 21:45:00,2025-10-08,311,Dine-in,Bar,Card,Completed,15.5,0.0,0.0,15.5,9.7
6103,2025-10-08 19:40:00,2025-10-08,261,Dine-in,Terrace,Online,Completed,16.5,0.0,0.0,16.5,8.7
6104,2025-10-08 20:50:00,2025-10-08,177,Dine-in,Main Hall,Card,Completed,29.5,0.0,0.0,29.5,19.4
6105,2025-10-08 13:10:00,2025-10-08,394,Takeaway,Online,Card,Completed,20.5,0.0,0.0,20.5,12.8
6106,2025-10-08 15:15:00,2025-10-08,183,Delivery,Online,Online,Completed,53.5,2.68,0.0,50.82,25.22
6107,2025-10-08 13:50:00,2025-10-08,346,Dine-in,Terrace,Online,Completed,21.0,0.0,0.0,21.0,13.4
6108,2025-10-08 14:30:00,2025-10-08,174,Dine-in,Main Hall,Card,Completed,14.5,0.0,0.0,14.5,9.3
6109,2025-10-08 16:35:00,2025-10-08,321,Dine-in,Main Hall,Online,Completed,19.5,0.0,0.0,19.5,10.8
6110,2025-10-08 14:35:00,2025-10-08,424,Delivery,Online,Cash,Completed,9.5,0.0,3.0,12.5,8.9
6111,2025-10-08 18:20:00,2025-10-08,249,Delivery,Online,Online,Completed,54.5,2.72,3.0,54.78,35.38
6112,2025-10-09 17:20:00,2025-10-09,190,Dine-in,Bar,Card,Completed,18.0,0.0,0.0,18.0,12.0
6113,2025-10-09 19:40:00,2025-10-09,109,Delivery,Online,Card,Completed,61.0,3.05,0.0,57.95,36.85
6114,2025-10-09 20:15:00,2025-10-09,345,Dine-in,Main Hall,Card,Completed,46.5,2.33,0.0,44.17,25.37
6115,2025-10-09 13:45:00,2025-10-09,362,Dine-in,Bar,Card,Completed,39.0,0.0,0.0,39.0,25.0
6116,2025-10-09 21:40:00,2025-10-09,98,Delivery,Online,Online,Completed,42.5,2.12,0.0,40.38,24.58
6117,2025-10-09 12:25:00,2025-10-09,35,Dine-in,Bar,Online,Completed,34.0,0.0,0.0,34.0,22.0
6118,2025-10-09 09:00:00,2025-10-09,173,Delivery,Online,Online,Completed,30.0,0.0,3.5,33.5,23.0
6119,2025-10-09 09:20:00,2025-10-09,437,Dine-in,Terrace,Card,Completed,22.5,0.0,0.0,22.5,14.8
6120,2025-10-09 12:40:00,2025-10-09,245,Dine-in,Main Hall,Online,Completed,11.5,0.0,0.0,11.5,7.5
6121,2025-10-09 20:50:00,2025-10-09,94,Takeaway,Online,Online,Completed,5.5,0.0,0.0,5.5,3.7
6122,2025-10-09 21:55:00,2025-10-09,10,Dine-in,Bar,Card,Completed,7.5,0.0,0.0,7.5,5.2
6123,2025-10-09 17:10:00,2025-10-09,69,Dine-in,Bar,Card,Completed,4.5,0.0,0.0,4.5,3.2
6124,2025-10-09 14:55:00,2025-10-09,146,Delivery,Online,Card,Completed,48.0,2.4,0.0,45.6,28.9
6125,2025-10-09 09:15:00,2025-10-09,4,Delivery,Online,Online,Completed,47.5,2.38,2.5,47.62,28.22
6126,2025-10-09 11:10:00,2025-10-09,20,Delivery,Online,Cash,Completed,62.0,3.1,0.0,58.9,37.1
6127,2025-10-09 21:55:00,2025-10-09,382,Delivery,Online,Online,Completed,36.0,0.0,3.5,39.5,26.4
6128,2025-10-09 13:55:00,2025-10-09,464,Delivery,Online,Online,Completed,30.4,0.0,3.5,33.9,22.5
6129,2025-10-10 12:15:00,2025-10-10,3,Delivery,Online,Card,Completed,41.5,2.08,0.0,39.42,25.32
6130,2025-10-10 18:45:00,2025-10-10,322,Takeaway,Online,Card,Completed,33.8,0.0,0.0,33.8,21.2
6131,2025-10-10 08:30:00,2025-10-10,119,Dine-in,Main Hall,Online,Completed,52.5,5.25,0.0,47.25,29.55
6132,2025-10-10 21:05:00,2025-10-10,244,Takeaway,Online,Online,Completed,36.5,0.0,0.0,36.5,23.0
6133,2025-10-10 21:00:00,2025-10-10,95,Dine-in,Main Hall,Card,Completed,50.0,2.5,0.0,47.5,27.1
6134,2025-10-10 19:25:00,2025-10-10,101,Delivery,Online,Card,Completed,40.0,0.0,0.0,40.0,21.0
6135,2025-10-10 22:30:00,2025-10-10,74,Delivery,Online,Cash,Completed,33.3,0.0,3.0,36.3,22.0
6136,2025-10-10 20:25:00,2025-10-10,165,Dine-in,Terrace,Online,Completed,29.0,0.0,0.0,29.0,18.9
6137,2025-10-10 09:10:00,2025-10-10,405,Delivery,Online,Online,Completed,24.5,0.0,0.0,24.5,15.4
6138,2025-10-10 18:45:00,2025-10-10,377,Takeaway,Online,Cash,Completed,9.5,0.0,0.0,9.5,6.3
6139,2025-10-10 19:30:00,2025-10-10,400,Dine-in,Bar,Card,Completed,47.5,4.75,0.0,42.75,23.75
6140,2025-10-10 18:50:00,2025-10-10,35,Delivery,Online,Card,Completed,24.0,0.0,3.0,27.0,18.5
6141,2025-10-10 13:50:00,2025-10-10,260,Takeaway,Online,Card,Completed,20.0,0.0,0.0,20.0,13.0
6142,2025-10-10 19:20:00,2025-10-10,196,Dine-in,Terrace,Cash,Completed,23.8,0.0,0.0,23.8,15.6
6143,2025-10-10 19:30:00,2025-10-10,33,Delivery,Online,Card,Completed,44.0,2.2,0.0,41.8,25.0
6144,2025-10-10 20:30:00,2025-10-10,57,Dine-in,Terrace,Card,Completed,10.5,0.0,0.0,10.5,6.7
6145,2025-10-10 20:15:00,2025-10-10,433,Dine-in,Terrace,Card,Completed,63.5,6.35,0.0,57.15,34.15
6146,2025-10-10 13:00:00,2025-10-10,368,Delivery,Online,Card,Completed,51.0,2.55,0.0,48.45,29.65
6147,2025-10-10 18:30:00,2025-10-10,388,Dine-in,Main Hall,Card,Completed,48.5,2.43,0.0,46.07,23.57
6148,2025-10-10 19:35:00,2025-10-10,370,Dine-in,Main Hall,Card,Completed,30.5,0.0,0.0,30.5,18.9
6149,2025-10-10 19:15:00,2025-10-10,178,Takeaway,Online,Card,Completed,31.5,0.0,0.0,31.5,20.2
6150,2025-10-10 10:05:00,2025-10-10,417,Delivery,Online,Online,Completed,18.0,0.0,3.0,21.0,14.8
6151,2025-10-10 11:35:00,2025-10-10,314,Dine-in,Main Hall,Card,Completed,44.0,2.2,0.0,41.8,25.7
